"id","text","category_id"
422,"Which company did Bethesda purchase the Fallout Series from?",17
423,"In what year was the movie &quot;Police Academy&quot; released?",17
424,"On what medium was &quot;Clannad&quot; first created?",17
425,"Pistons were added to Minecraft in Beta 1.5.",17
426,"The New York Times slogan is, &ldquo;All the News That&rsquo;s Fit to&hellip;&rdquo;",17
427,"Which of the following has Jennifer Taylor NOT voiced?",17
428,"How long did World War II last?",17
429,"&quot;The Singing Cowboy&quot; Gene Autry is credited with the first recording for all but which classic Christmas jingle?",17
430,"America Online (AOL) started out as which of these online service providers?",17
431,"In the &quot;Ace Attorney&quot; series, what is the relationship between Apollo Justice and Trucy Wright?",17
432,"In the &quot;Call Of Duty: Zombies&quot; map &quot;Origins&quot;, where is &quot;Stamin-Up&quot; located?",17
433,"What was the name of the German offensive operation in October 1941 to take Moscow before winter?",17
434,"&quot;27 Club&quot; is a term used to refer to a list of famous actors, musicians, and artists who died at the age of 27.",17
435,"Who is the colossal titan in &quot;Attack On Titan&quot;?",17
436,"Which of these songs did Jimi Hendrix cover?",17
437,"How many rivers are in Saudi Arabia?",17
438,"What is the first track on the Dave Matthews Band album &quot;Before These Crowded Streets&quot;?",17
439,"Which of the following is not a studio album by the band Pink Floyd?",17
440,"Which former Coronation Street actress was once a hostess on the British Game Show &quot;Double Your Money&quot;?",17
441,"Which of the following is NOT one of the main characters in Grand Theft Auto V&rsquo;s story mode?",17
442,"Which player holds the NHL record of 2,857 points?",17
443,"Which artist curated the official soundtrack for &quot;The Hunger Games: Mockingjay - Part 1&quot;?",17
444,"Which portion of the Marijuana plant produces the psychoactive substance known as THC?",17
445,"Which part from the JoJo&#039;s Bizarre Adventure manga is about a horse race across America?",17
446,"Which two teams played in Super Bowl XLII?",17
447,"Which logical fallacy means to attack the character of your opponent rather than their arguments?",17
448,"Which of these countries is not a United Nations member state?",17
449,"What numbers did Sayaka Maizono write on the wall in Dangan Ronpa Trigger Happy Havoc?",17
450,"In which series of games do you collect souls to empower you and buy weaponry and armor with?",18
451,"A carnivorous animal eats flesh, what does a nucivorous animal eat?",18
452,"Who is the best selling artist of all time?",18
453,"Which actor played the main character in the 1990 film &quot;Edward Scissorhands&quot;?",18
454,"How many sovereign states are members of the United Nations?",18
455,"What is the capital of Indonesia?",18
456,"What did Alfred Hitchcock use as blood in the film &quot;Psycho&quot;? ",18
457,"The 2010 film &quot;The Social Network&quot; is a biographical drama film about MySpace founder Tom Anderson.",18
458,"When was &quot;YouTube&quot; founded?",18
459,"What country is the Hussarya supercar, made by the car manufacturer &quot;Arrinera&quot;, assembled in?",18
460,"Which of the following Assyrian kings did NOT rule during the Neo-Assyrian Empire?",18
461,"What is the most preferred image format used for logos in the Wikimedia database?",18
462,"What year did Albrecht D&uuml;rer create the painting &quot;The Young Hare&quot;?",18
463,"An eggplant is a vegetable.",18
464,"Which of these is NOT a playable character in &quot;Left 4 Dead&quot;?",18
465,"Mirror&#039;s Edge Catalyst takes place in the City of...?",18
466,"In the 2012 animated film &quot;Wolf Children&quot;, what are the names of the wolf children?",18
467,"The cake depicted in Valve&#039;s &quot;Portal&quot; franchise most closely resembles which real-world type of cake?",18
468,"&quot;Minecraft&quot; was released from beta in 2011 during a convention held in which city?",18
469,"Which operation in &quot;Tom Clancy&#039;s Rainbow Six Siege&quot; introduced the &quot;Skyscraper&quot; map?",18
470,"Who was among those killed in the 2010 Smolensk, Russia plane crash tragedy?",18
471,"The characters of &quot;Log Horizon&quot; are trapped in what game?",18
472,"In the 1995 film &quot;Balto&quot;, who are Steele&#039;s accomplices?",18
473,"What is the name of Nissan&#039;s most popular electric car?",18
474,"What is the name of Sherlock Holmes&#039;s brother?",18
475,"In &quot;Overwatch&quot;, how much health does Roadhog&#039;s &quot;Take a Breather&quot; ability recover?",18
476,"In the game &quot;Brawlhalla&quot;, what species is the character B&ouml;dvar is?",18
477,"What was Bank of America originally established as?",18
478,"In the &quot;Sailor Moon&quot; series, what is Sailor Jupiter&#039;s civilian name?",18
479,"Which of these voices wasn&#039;t a choice for the House AI in &quot;The Simpsons Treehouse of Horror&quot; short, House of Whacks?",18
480,"In Battlestar Galactica (2004), what is the name of the President of the Twelve Colonies?",18
481,"The character that would eventually become Dr. Eggman was considered for the role of Sega&#039;s new flagship mascot before Sonic was.",18
482,"In &quot;Jewelpet Sunshine&quot;, what is the song that plays when Kanon and her friends bust out of prison?",18
483,"Originally another word for poppy, coquelicot is a shade of what?",18
484,"When Batman trolls the online chat rooms, what alias does he use?",18
485,"In the Friday The 13th series, what is Jason&#039;s mother&#039;s first name?",18
486,"In the &quot;S.T.A.L.K.E.R.&quot; series, which of these items can&#039;t be used to lower the player&#039;s accumulated radiation?",18
487,"In the &quot;S.T.A.L.K.E.R.&quot; series, the Freedom faction wishes to destroy the supernatural area known as  &quot;the Zone&quot;.",18
488,"Where would you find the &quot;Spanish Steps&quot;?",18
489,"From 1940 to 1942, what was the capital-in-exile of Free France ?",18
490,"Who released the 1991 album &quot;Out of Time&quot;?",18
491,"Which author co-wrote &quot;The Communist Manifesto&quot; alongside Karl Marx?",18
492,"Which one of the first four titles of the &quot;Grand Theft Auto&quot; franchise started the series of iconic image grid cover arts?",18
493,"In the indie farming game &quot;Stardew Valley&quot;, which NPC hates the &quot;prismatic shard&quot; item when received as a gift?",18
494,"Which is not a country in Africa?",18
495,"The game Garry&#039;s Mod originally took assets and codes from the popular Half Life 2 mod JBmod.",18
496,"Which of 2 Valve Games are set in the same universe?",18
497,"Each piece in Tetris is called a tetris.",18
498,"Which of the following actors does not play a role in the movie &quot;The Usual Suspects?&quot;",18
499,"In the Nintendo Game Splatoon 2, what is Marina&#039;s screen name?",18
500,"With which team did Michael Schumacher make his Formula One debut at the 1991 Belgian Grand Prix?",19
501,"Montreal is in which Canadian province?",19
502,"Clefairy was intended to be Ash&#039;s starting Pok&eacute;mon in the pilot episode of the cartoon.",19
503,"Soulja Boy&#039;s &#039;Crank That&#039; won a Grammy for Best Rap Song in 2007.",19
504,"Which singer was featured in Jack &Uuml; (Skrillex &amp; Diplo)&#039;s 2015 song &#039;Where Are &Uuml; Now&#039;?",19
505,"Scotch whisky and Drambuie make up which cocktail?",19
506,"In which 1955 film does Frank Sinatra play Nathan Detroit?",19
507,"How many pieces are there on the board at the start of a game of chess?",19
508,"Which artist&rsquo;s studio was known as &#039;The Factory&#039;?",19
509,"What are the four corner states of the US?",19
510,"Which popular rock band has a one-armed drummer?",19
511,"Which of the following languages is used as a scripting language in the Unity 3D game engine?",19
512,"It is automatically considered entrapment in the United States if the police sell you illegal substances without revealing themselves.",19
513,"What is the fastest speed possible in Trackmania&sup2;: Stadium?",19
514,"What was the name of singer Frank Ocean&#039;s second studio album, which was released on August 20, 2016?",19
515,"The World Health Organization headquarters is located in which European country?",19
516,"Which country is hosting the 2018 FIFA World Cup?",19
517,"Which country is hosting the 2022 FIFA World Cup?",19
518,"In what year was the game &quot;Fallout&quot; released?",19
519,"Gordon Freeman, the protagonist of &quot;Half-Life&quot;, is said to have once had a ponytail.",19
520,"Which of these is the name of a cut enemy from &quot;Half-Life 2&quot;?",19
521,"How many zombies need to be killed to get the &quot;Zombie Genocider&quot; achievement in Dead Rising (2006)?",19
522,"Who is depicted on the US hundred dollar bill?",19
523,"When was Final Fantasy XV released?",19
524,"How many flagship monsters appear in Monster Hunter Gernerations?",19
525,"Which year was the album &quot;Floral Shoppe&quot; by Macintosh Plus released?",19
526,"Which one of these is not a real game in the Dungeons &amp; Dragons series?",19
527,"What does &quot;LCD&quot; stand for?",19
528,"Who is the original author of the realtime physics engine called PhysX?",19
529,"Which of these characters was almost added into Super Smash Bros. Melee, but not included as the game was too far in development?",19
530,"What is the tallest mountain in Canada?",19
531,"Who was the 45th President of the United States?",19
532,"What year did &quot;Attack on Titan&quot; Season 2 begin airing?",19
533,"In &quot;Star Trek&quot;, Klingons are commonly referred to as &quot;Black Elves&quot;.",19
534,"Who became Prime Minister of the United Kingdom in July 2016?",19
535,"In &quot;Call Of Duty: Zombies&quot;, what is the name of the Pack-A-Punched Crossbow?",19
536,"In &quot;To Love-Ru: Darkness&quot;, which of the girls attempt making a harem for Rito Yuuki?",19
537,"Which of the following songs did Elton John perform following Princess Diane&#039;s passing?",19
538,"Which Hanna-Barbera cartoon character travelled with a canine companion named Beegle Beagle?",19
539,"Lanky, Funky, and Chunky are all characters featured in which series owned by Nintendo?",19
540,"Which of the following films was directed by Ivan Reitman, written by Gary Ross, featured Kevin Kline, and was released in 1993?",19
541,"What is the capital of Scotland?",19
542,"Which country was NOT part of the Soviet Union?",19
543,"Which of these country&#039;s capitals starts with the letter B?",19
544,"What was the first organic compound to be synthesized from inorganic compounds?",19
545,"Which of the following dice is not a platonic solid?",19
546,"Where are Terror Fiends more commonly found in the Nintendo game Miitopia?",19
547,"Who is the half-demon character in Divinity: Original Sin 2 who you talk to to transition between acts?",19
548,"What is the name of the foley artist who designed the famous sounds of Star Wars, including Chewbacca&#039;s roar and R2-D2&#039;s beeps and whistles?",19
549,"Who is the character you play as in Yume Nikki?",19
550,"Which animated movie was first to feature a celebrity as a voice actor?",20
551,"The name of the main character of the video game &quot;The Legend of Zelda&quot;, is Zelda.",20
552,"When was the Declaration of Independence approved by the Second Continental Congress?",20
553,"In the Super Mario Bros. Series, what is Yoshi&#039;s scientific name?",20
554,"Which of the following is the world&#039;s best-selling book?",20
555,"Half-Life by Valve uses the GoldSrc game engine, which is a highly modified version of what engine?",20
556,"In which country&#039;s version of Half-Life are the HECU Marines replaced with robots?",20
557,"Who was the 40th President of the USA?",20
558,"What does the &quot;G&quot; mean in &quot;G-Man&quot;?",20
559,"Which M83 album is the song &quot;Midnight City&quot; featured in?",20
560,"All of the following countries have official claims to territory in Antartica EXCEPT:",20
561,"What is the final game of the &quot;Zero Escape&quot; series called?",20
562,"What type of animal was Harambe, who was shot after a child fell into it&#039;s enclosure at the Cincinnati Zoo?",20
563,"Which of the following is not another name for the eggplant?",20
564,"Which Twitch streamer is the vocalist for Red Vox?",20
565,"Cucumbers are usually more than 90% water.",20
566,"What is the British term for a 64th note?",20
567,"Which of these Starbound races has a Wild West culture?",20
568,"What Cartoon Network show aired its first episode on November 4th, 2013?",20
569,"Which one of these actors is said to be cut from the film &#039;E.T. the Extra-Terrestrial&#039;?",20
570,"A comet&#039;s gaseous envelope (which creates the tail) is called what?",20
571,"What name does the little headcrab in &quot;Half Life 2&quot; have?",20
572,"Which country was NOT formerly part of Yugoslavia?",20
573,"In the Fallout series, on which date did The Great War happen?",20
574,"Switzerland has four national languages, English being one of them.",20
575,"Mortal Kombat was almost based on Jean-Claude Van Damme movie.",20
576,"What level do you have to be to get a service medal on CS:GO?",20
577,"How many trophies are there in &quot;Super Smash Bros. for Nintendo 3DS&quot;?",20
578,"In the novel &quot;Lord of the Rings&quot;, how many rings of power were given to the race of man?",20
579,"Medaka Kurokami from &quot;Medaka Box&quot; has what abnormality?",20
580,"The Klingon home planet is Qo&#039;noS.",20
581,"What&#039;s the first National Park designated in the United States?",20
582,"How much radiation does a banana emit?",20
583,"In the &quot;Archie&quot; comics, who was Jughead&#039;s first girlfriend?",20
584,"How many seasons did the Sci-Fi television show &quot;Stargate Atlantis&quot; have?",20
585,"In the &quot;Ace Attorney&quot; series, who was the truly responsible of the forging of the autopsy report of the pivotal IS-7 incident?",20
586,"In the TV show &quot;Mad Men&quot;, what was Donald Draper&#039;s birthname?",20
587,"Where did the pineapple plant originate?",20
588,"Which former Star Trek actor directed Three Men and a Baby (1987)?",20
589,"Who was the only US President to be elected four times?",20
590,"The &quot;British Invasion&quot; was a cultural phenomenon in music where British boy bands became popular in the USA in what decade?",20
591,"&quot;The Simpsons&quot; family is named after creator Matt Groening&#039;s real family.",20
592,"In Terry Pratchett&#039;s Discworld novel &#039;Wyrd Sisters&#039;, which of these are not one of the three main witches?",20
593,"Brendan Fraser starred in the following movies, except which one?",20
594,"The word &quot;abulia&quot; means which of the following?",20
595,"When did the Crisis of the Third Century begin?",20
596,"In what year did Texas secede from Mexico?",20
597,"When was the first mammal successfully cloned?",20
598,"Which country did the Eureka Rebellion, an 1856 battle against colonial rule, take place in?",20
599,"Who won the 2018 Monaco Grand Prix?",20
600,"When was the original Star Wars: Battlefront II released?",21
601,"The Indie Game Development Studio Cing, developers of Hotel Dusk and Last Window, went bankrupt on March 1st, 2010.",21
602,"What number does the Roman numeral &quot;D&quot; stand for?",21
603,"Which of these island countries is located in the Caribbean?",21
604,"The Queen song `A Kind Of Magic` is featured in which 1986 film?",21
605,"Hippocampus is the Latin name for which marine creature?",21
606,"Blinky, Pinky, Inky and Clyde are characters from which classic video game?",21
607,"Which of these levels does NOT appear in the console/PC versions of the game &quot;Sonic Generations&quot;?",21
608,"What&#039;s the square root of 49?",21
609,"How many members are there in the idol group &quot;&micro;&#039;s&quot;?",21
610,"Which of these languages was NOT included in the 2016 song &quot;Don&#039;t Mind&quot; by Kent Jones?",21
611,"On which day did construction start on &quot;The Pentagon&quot;, the headquarters for the United States Department of Defense?",21
612,"How many countries does the United States share a land border with?",21
613,"What is the domain name for the country Tuvalu?",21
614,"In the 2002 video game &quot;Kingdom Hearts&quot;, how many playable worlds were there?",21
615,"In what year was the game &quot;Fallout&quot; released?",21
616,"Which German city is located on the River Isar?",21
617,"Which part of the body does glaucoma affect?",21
618,"In Call of Duty: United Offensive, what two soldiers share a name of a video game character?",21
619,"In 1720, England was in massive debt, and became in involved in the South Sea Bubble. Who was the main mastermind behind it?",21
620,"Johnny Cash did a cover of this song written by lead singer of Nine Inch Nails, Trent Reznor.",21
621,"Who was the main antagonist of Max Payne 3 (2012)?",21
622,"Who is the main protagonist of Dead Space?",21
623,"What ingredients are required to make a cake in Minecraft?",21
624,"What Greek letter is used to signify summation?",21
625,"What is the name of the protagonist of J.D. Salinger&#039;s novel Catcher in the Rye?",21
626,"Darth Vader&#039;s famous reveal to Luke is iconic. But which of these is the right one?",21
627,"According to the United States Constitution, how old must a person be to be elected President of the United States?",21
628,"What block in Minecraft has the highest blast resistance?",21
629,"When did the United States formally declare war on Japan, entering World War II?",21
630,"Which artist&#039;s style was to use small different colored dots to create a picture?",21
631,"Phil Fish was the designer of which game?",21
632,"In the TV Show &quot;Donkey Kong Country&quot;, which episode did the song &quot;Eddie, Let Me Go Back To My Home&quot; play in?",21
633,"Toby Fox&#039;s &quot;Megalovania&quot; was first used where?",21
634,"In the &quot;Call Of Duty: Zombies&quot; map &quot;Der Riese&quot;, what is the name of the &quot;Pack-A-Punched PPSH-41&quot;?",21
635,"Which of the following was the author of &quot;Username Evie&quot;?",21
636,"In the &quot;Re:Zero&quot; manga series, which of the following Sin Archbishops eats Rem&#039;s existence?",21
637,"What was the development code name for the &quot;Weatherlight&quot; expansion for &quot;Magic: The Gathering&quot;, released in 1997?",21
638,"Which town is the setting for the Disney movie The Love Bug (1968)?",21
639,"In Calvin and Hobbes, what is the name of the principal at Calvin&#039;s school?",21
640,"Nova Scotia is on the east coast of Canada.",21
641,"Which of the following men does not have a chemical element named after him?",21
642,"What is the first track on the Dave Matthews Band album &quot;Before These Crowded Streets&quot;?",21
643,"Which stand-up comedian voiced the talking parrot &quot;Iago&quot; in Disney&#039;s 1992 adaptation of Aladdin?",21
644,"Which boxer was banned for taking a bite out of Evander Holyfield&#039;s ear in 1997?",21
645,"Which song previously recorded by Elvis Presley was covered by UB40 with a reggae beat?",21
646,"Earth is located in which galaxy?",21
647,"Which of the following is not the host of a program on NPR?",21
648,"In the video game, Half-life, what event started the Half-life universe as we know today?",21
649,"In the anime &quot;My Hero Academia&quot;, which character is shown with the ability to manipulate gravity?",21
650,"What is the punishment for playing Postal 2 in New Zealand?",22
651,"What&#039;s the best selling video game to date?",22
652,"Which company did Valve cooperate with in the creation of the Vive?",22
653,"What does the &quot;MP&quot; stand for in MP3?",22
654,"How many countries are inside the United Kingdom?",22
655,"In what sport is a &quot;shuttlecock&quot; used?",22
656,"What common name is given to the medial condition, tibial stress syndrome (MTSS)?",22
657,"Which of the following passenger jets is the longest?",22
658,"What is the 15th letter of the Greek alphabet?",22
659,"RAM stands for Random Access Memory.",22
660,"How many legs do butterflies have?",22
661,"You are allowed to sell your soul on eBay.",22
662,"What do you call a baby bat?",22
663,"What is the name of the machine that fails and essentially dooms mankind in the beginning of the first Half-Life game?",22
664,"How many people are in the U.S. House of Representatives?",22
665,"Who is the founder of Team Fortress 2&#039;s fictional company &quot;Mann Co&quot;?",22
666,"Which company designed the &quot;Betamax&quot; video cassette format?",22
667,"Johnny Cash did a cover of this song written by lead singer of Nine Inch Nails, Trent Reznor.",22
668,"The television show Doctor Who first aired in 1963.",22
669,"The &quot;Day of Defeat&quot; series of games take place during which war?",22
670,"Which of these is NOT the name of a team leader in Pok&eacute;mon GO?",22
671,"Which one of these rappers is NOT a member of the rap group Wu-Tang Clan?",22
672,"Which of the following games in the Anno series introduced the &quot;Eco Balance&quot; gameplay mechanic?",22
673,"The Windows 7 operating system has six main editions.",22
674,"Who was the President of the United States during the signing of the Gadsden Purchase?",22
675,"What sport is being played in the Anime Eyeshield 21?",22
676,"What was the original name of  &quot;Minecraft&quot;?",22
677,"Linux was first created as an alternative to Windows XP.",22
678,"What was the first weapon pack for &quot;PAYDAY 2&quot;?",22
679,"What year did Australia become a federation?",22
680,"When Donkey Kong died in the &quot;Donkey Kong Country&quot; episode &quot;It&#039;s a Wonderful Life&quot;, who was his guardian angel?",22
681,"Released in 2001, the first edition of Apple&#039;s Mac OS X operating system (version 10.0) was given what animal code name?",22
682,"Which &quot;Perk-A-Cola&quot; in &quot;Call Of Duty: Zombies&quot; was &quot;reworked&quot; in &quot;Call of Duty: Black Ops II&quot;?",22
683,"What was the first &quot;Call Of Duty: Zombies&quot; map to be directed by Jason Blundell?",22
684,"In &quot;Highschool DxD&quot;, what is the name of the item some humans are born with?",22
685,"Which actress portrayed Dr. Grace Augustine in the James Cameron movie &quot;Avatar&quot;?",22
686,"What is the name of Joel&#039;s daughter in the game, &quot;The Last of Us&quot;? ",22
687,"In 1845, a series of wars named after which indigenous people began in New Zealand?",22
688,"Which Van Gogh painting depicts the view from his asylum in Saint-R&eacute;my-de-Provence in southern France?",22
689,"What is Cynophobia the fear of?",22
690,"An isosceles triangle has two sides of equal length as opposed to three.",22
691,"In board games, an additional or ammended rule that applies to a certain group or place is informally known as a &quot;what&quot; rule?",22
692,"What was the reason for the banning of episode 35 of the &quot;Pok&eacute;mon Original Series&quot; Anime?",22
693,"When one is &quot;envious&quot;, they are said to be what color?",22
694,"What Led Zeppelin album contains &quot;Stairway to Heaven&quot;?",22
695,"What is the full title of the Prime Minister of the UK?",22
696,"What is the study of the cells and tissues of plants and animals?",22
697,"What is Hypernatremia?",22
698,"The fraudelent doctor John R. Brinkley acummulated great fame and wealth in the early 1900s offering what service?",22
699,"Which of these American cities has fewer than 1,000,000 people?",22
700,"Who wrote the &quot;A Song of Ice And Fire&quot; fantasy novel series?",23
701," What Russian automatic gas-operated assault rifle was developed in the Soviet Union in 1947, and is still popularly used today?",23
702,"What is the area of a circle with a diameter of 20 inches if &pi;= 3.1415?",23
703,"The &#039;Islets of Langerhans&#039; is found in which human organ?",23
704,"The first televised presidential debate was between Jimmy Carter and Gerald Ford.",23
705,"Which one of the following titles by Valve is not based on a Community Mod?",23
706,"This movie contains the quote, &quot;I love the smell of napalm in the morning!&quot;",23
707,"The derisive acronym &quot;PIIGS&quot; refers to which of the following European countries and their economic statuses?",23
708,"Which of the following passenger jets is the longest?",23
709,"Which of the following Pacific Islander countries is ruled by a constitutional monarchy?",23
710,"Which one of the following actors did not voice a character in &quot;Saints Row: The Third&quot;?",23
711,"The &#039;Squaring the Circle&#039; problem is solvable.",23
712,"Which of these countries remained neutral during World War II?",23
713,"What was Manfred von Richthofen&#039;s nickname?",23
714,"In &quot;Inuyasha&quot;, what are the heros are looking to collect?",23
715,"Which of these people is NOT a part of the Internet comedy group Mega64?",23
716,"In Les Mis&eacute;rables, who is Prison Code 24601?",23
717,"The now extinct species &quot;Thylacine&quot; was native to where?",23
718,"Who co-founded the YouTube Let&#039;s Play channel &quot;Game Grumps&quot; alongside Newgrounds animator Egoraptor?",23
719,"In an orchestra, what is the lowest member of the brass family?",23
720,"You could walk from Norway to North Korea while only passing through Russia.",23
721,"What is the correct term for the metal object in between the CPU and the CPU fan within a computer system?",23
722,"In DuckTales, what is the name of the city where all the main characters live?",23
723,"Which famous 90&#039;s rap album is commonly referred to as &quot;The Bible of Hip Hop&quot;?",23
724,"Which American civilization is the source of the belief that the world would end or drastically change on December 21st, 2012?",23
725,"In the game Dead by Daylight, the killer Michael Myers is refered to as &quot;The Shape&quot;.",23
726,"Unlike on most salamanders, this part of a newt is flat?",23
727,"What is the tallest mountain in Canada?",23
728,"What album did Bon Iver release in 2016?",23
729,"When did the United States formally declare war on Japan, entering World War II?",23
730,"Oxford University is older than the Aztec Empire. ",23
731,"In the show &quot;Steven Universe&quot;, who are the main two employees of The Big Donut?",23
732,"In what year was the Oculus Rift revealed to the public through a Kickstarter campaign?",23
733,"Who is the English voice actor for Sora from the Kingdom Hearts series?",23
734,"Which of the following United States senators is known for performing a 24-hour long filibuster?",23
735,"Who is a pioneer of &quot;Minimal Music&quot; in 1960s?",23
736,"In &quot;Jurassic World&quot;, which company purchases InGen and creates Jurassic World?",23
737,"What animal takes part in Schr&ouml;dinger&#039;s most famous thought experiment?",23
738,"What was the original name of the search engine &quot;Google&quot;?",23
739,"In &quot;Need for Speed III: Hot Pursuit&quot;, what is the name of the fictional car?",23
740,"The likeness of which president is featured on the rare $2 bill of USA currency?",23
741,"Townsend Coleman provided the voice for which turtle in the original 1987 series of &quot;Teenage Mutant Ninja Turtles&quot;?",23
742,"When one is &quot;envious&quot;, they are said to be what color?",23
743,"In &quot;Avatar: The Last Airbender&quot; and &quot;The Legend of Korra&quot;, Lavabending is a specialized bending technique of Firebending.",23
744,"Which Final Fantasy game consisted of a female-only cast of party members?",23
745,"&quot;Stadium of Light&quot; is the home stadium for which soccer team?",23
746,"Who played Marquis de Lafayette and Thomas Jefferson in the original Broadway run of Hamilton?",23
747,"During the events of Half-Life: Opposing Force, what is the age of Adrian Shephard, the protagonist?",23
748,"In the anime &quot;My Hero Academia&quot;, which character is shown with the ability to manipulate gravity?",23
749,"Who is the founder of Palantir?",23
750,"Which retired American football quarterback played himself in &#039;Ace Ventura: Pet Detective&#039; and &#039;Little Nicky&#039;?",24
751,"Velma Kelly and Roxie Hart are the protagonists of which Oscar winning movie?",24
752,"Who is the lead singer of Pearl Jam?",24
753,"Saul Hudson (Slash) of the band Guns N&#039; Roses is known for playing what type of guitar?",24
754,"Where does the Mac part of the name Fleetwood Mac come from?",24
755,"The Queen song `A Kind Of Magic` is featured in which 1986 film?",24
756,"In the original Star Trek TV series, what was Captain James T. Kirk&#039;s middle name?",24
757,"In &quot;Mario Kart 64&quot;, Waluigi is a playable character.",24
758,"Which country had an &quot;Orange Revolution&quot; between 2004 and 2005?",24
759,"The logo for Snapchat is a Bell.",24
760,"Shrimp can swim backwards.",24
761,"Which of these aliases has NOT been used by electronic musician Aphex Twin?",24
762,"How many legs do butterflies have?",24
763,"Which of these banks are NOT authorized to issue currency notes in Hong Kong?",24
764,"Gordon Freeman is said to have burnt and destroyed what food in the break room microwave?",24
765,"What happened to Half-Life 2 prior to its release, which resulted in Valve starting over the development of the game?",24
766,"Who is the &quot;dumb blonde&quot; character in Nickelodeon&#039;s &quot;The Loud House&quot;?",24
767,"Pluto is a planet.",24
768,"In which game does a character say, &quot;Sometimes, I dream about cheese&quot;?",24
769,"The board game Monopoly takes its street names from which real American city?",24
770,"Which of the following is NOT a god in Norse Mythology.",24
771,"Which female player won the gold medal of table tennis singles in 2016 Olympics Games?",24
772,"Which of the following anime of the mecha genre began airing in 1982?",24
773,"Which of the following carbonated soft drinks were introduced first?",24
774,"What is the Finnish word for &quot;Finland&quot;?",24
775,"In Animal Crossing, who is the manager of the town shop?",24
776,"Which of the following is not a Flintstones character?",24
777,"A caterpillar has more muscles than humans do.",24
778,"Who is the main character in most of the games of the YS series?",24
779,"What is the main CPU is the Sega Mega Drive / Sega Genesis?",24
780,"In &quot;One Piece&quot;, what does &quot;the Pirate King&quot; mean to the captain of the Straw Hat Pirates?",24
781,"In &quot;Super Mario Sunshine&quot;, how do you unlock the &quot;Corona Mountain&quot; level?",24
782,"Which of these is NOT one of Donald Trump&#039;s children?",24
783,"What is real haggis made of?",24
784,"Where is the Gluteus Maximus muscle located?",24
785,"Which sign of the zodiac comes between Virgo and Scorpio?",24
786,"What was the development code name for the &quot;Urza&#039;s Destiny&quot; expansion for &quot;Magic: The Gathering&quot;, released in 1999?",24
787,"What is the historical name of Sri Lanka?",24
788,"Which car manufacturer won the 2017 24 Hours of Le Mans?",24
789,"In 1845, a series of wars named after which indigenous people began in New Zealand?",24
790,"An equilateral triangle always has every angle measuring 60&deg;.",24
791,"Which painting was not made by Vincent Van Gogh?",24
792,"What album did Gorillaz release in 2017?",24
793,"Which Final Fantasy game consisted of a female-only cast of party members?",24
794,"Which of these is NOT a real tectonic plate?",24
795,"In the 2014 FIFA World Cup, what was the final score in the match Brazil - Germany?",24
796,"Who was the Author of the manga Monster Hunter Orage?",24
797,"The Ottoman Empire was dissolved after their loss in which war?",24
798,"In the movie &quot;Back to the Future,&quot; what speed does Doc Brown&#039;s DeLorean need to reach in order to travel through time?",24
799,"How many partners can you obtain in Paper Mario: The Thousand-Year Door?",24
800,"Where are the cars of the brand &quot;Ferrari&quot; manufactured?",25
801,"Which company did Gabe Newell work at before founding Valve Corporation?",25
802,"Daniel Radcliffe became a global star in the film industry due to his performance in which film franchise?",25
803,"Killing Floor started as a mod for which Unreal Engine 2 game?",25
804,"Who voiced the character Draco in the 1996 movie &#039;DragonHeart&#039;?",25
805,"Which of these games was the earliest known first-person shooter with a known time of publication?",25
806,"Where does the Mac part of the name Fleetwood Mac come from?",25
807,"What is Ron Weasley&#039;s middle name?",25
808,"Which artist&rsquo;s studio was known as &#039;The Factory&#039;?",25
809,"The original Planetside was released in North America on...",25
810,"In the &quot;The Hobbit&quot;, who kills Smaug?",25
811,"In baseball, how many fouls are an out?",25
812,"Which of the following battles is often considered as marking the beginning of the fall of the Western Roman Empire?",25
813,"According to scholarly estimates, what percentage of the world population at the time died due to Tamerlane&#039;s conquests?",25
814,"In 2015, David Hasselhof released a single called...",25
815,"In the Animal Crossing series, which flower is erroneously called the &quot;Jacob&#039;s Ladder&quot;?",25
816,"In &quot;Super Mario Bros.&quot;, the clouds and bushes have the same artwork and are just different colors.",25
817,"On which day did construction start on &quot;The Pentagon&quot;, the headquarters for the United States Department of Defense?",25
818,"What is the capital of the State of Washington, United States?",25
819,"The historical city Timbuktu is located in which West African country?",25
820,"What was Ash Ketchum&#039;s second Pokemon?",25
821,"Winch of these names are not a character of JoJo&#039;s Bizarre Adventure?",25
822,"In Shakespeare&#039;s play Julius Caesar, Caesar&#039;s last words were...",25
823,"Who is the main character with yellow hair in the anime Naruto?",25
824,"Which was the first M-rated video game developed by Squaresoft/Square Enix?",25
825,"Which horror movie had a sequel in the form of a video game released in August 20, 2002?",25
826,"In most programming languages, the operator ++ is equivalent to the statement &quot;+= 1&quot;.",25
827,"This Marvel superhero is often called &quot;The man without fear&quot;.",25
828,"In Pre-Super Genesis universe of &quot;Sonic the Hedgehog&quot; comic, what was the name of  Sally Acorn&#039;s brother?",25
829,"What is the cartoon character, Andy Capp, known as in Germany?",25
830,"Which animation studio animated the 2016 anime &quot;Mob Psycho 100&quot;?",25
831,"Which survivor in Left 4 Dead sacrificed themself to save the other survivors?",25
832,"Cryoshell, known for &quot;Creeping in My Soul&quot; did the advertising music for what Lego Theme?",25
